id,Name,Address,Location,Postal_code,Starred
18228,"TOUCH OF DEE'S"," 657LENOX AVENUE",MANHATTAN,10037,FALSE
18229,"HIGHLANDS RESTAURANT"," 150WEST   10 STREET",MANHATTAN,10014,FALSE
18230,"LUNG MOON BAKERY"," 83MULBERRY STREET",MANHATTAN,10013,FALSE
18231,EDWARD'S," 136WEST BROADWAY",MANHATTAN,10013,FALSE
18232,FONDA," 40AVENUE B",MANHATTAN,10009,FALSE
18233,"BLOCKHEAD'S MEXICAN DINER"," 9542 AVENUE",MANHATTAN,10022,FALSE
18234,HIBERNIA," 401WEST   50 STREET",MANHATTAN,10019,FALSE
18235,ALMAYASS," 24EAST   21 STREET",MANHATTAN,10010,FALSE
18236,"REME RESTAURANT"," 4021BROADWAY",MANHATTAN,10032,FALSE
18237,"WESTEND LOUNGE"," 955WEST END AVENUE",MANHATTAN,10025,FALSE
18238,"HONG KONG NOODLES"," 174LEXINGTON AVE",MANHATTAN,10016,FALSE
18239,"JOE'S SHANGHAI RESTAURANT"," 9PELL STREET",MANHATTAN,10013,FALSE
18240,"MIGHTY QUINN'S BARBEQUE"," 1032 AVENUE",MANHATTAN,10003,FALSE
18241,"SAJU BISTRO"," 120WEST   44 STREET",MANHATTAN,10036,FALSE
18242,"DUNKIN' DONUTS"," 130CHURCH STREET",MANHATTAN,10007,FALSE
18243,"BROOKLYN DINER"," 1500BROADWAY",MANHATTAN,10036,FALSE
18244,MEDITERRANEO," 12602 AVENUE",MANHATTAN,10065,FALSE
18245,"AZUSA OF JAPAN"," 3EAST   44 STREET",MANHATTAN,10017,FALSE
18246,"DUNKIN' DONUTS"," 139CENTRE STREET",MANHATTAN,10013,FALSE
18247,"HILL AND DALE"," 115ALLEN STREET",MANHATTAN,10002,FALSE
18248,ANTONUCCI," 168-170EAST 81 STREET",MANHATTAN,10028,FALSE
18249,FRIEDMAN'S," 132WEST 31 STREET",MANHATTAN,10001,FALSE
18250,"EUROPA CAFE"," 11PENN PLAZA",MANHATTAN,10001,FALSE
18251,"DUNKIN' DONUTS"," 210WEST   50 STREET",MANHATTAN,10019,FALSE
18252,"PHO THANH HOAI 1"," 73MULBERRY ST",MANHATTAN,10013,FALSE
18253,"PUFFY'S TAVERN"," 81HUDSON STREET",MANHATTAN,10013,FALSE
18254,"LAHORE DELICATESSEN"," 132CROSBY STREET",MANHATTAN,10012,FALSE
18255,"LEO'S BAGELS"," 3HANOVER SQUARE",MANHATTAN,10004,FALSE
18256,"HUDSON FOOD COURT"," 333HUDSON STREET",MANHATTAN,10013,FALSE
18257,"REME RESTAURANT"," 4021BROADWAY",MANHATTAN,10032,FALSE
18258,"DUNKIN' DONUTS"," 4030BROADWAY",MANHATTAN,10032,FALSE
18259,"CAVALLO'S PIZZERIA"," 3247 AVENUE",MANHATTAN,10001,FALSE
18260,"33 Gourmet"," 157WEST   33 STREET",MANHATTAN,10001,FALSE
18261,"WU LIANG YE RESTAURANT"," 36WEST   48 STREET",MANHATTAN,10036,FALSE
18262,"MORNING STAR RESTAURANT"," 8799 AVENUE",MANHATTAN,10019,FALSE
18263,"BAKER STREET PUB"," 11521 AVENUE",MANHATTAN,10065,FALSE
18264,MACONDO," 157EAST HOUSTON STREET",MANHATTAN,10002,FALSE
18265,"GALICIA RESTAURANT"," 4083BROADWAY",MANHATTAN,10032,FALSE
18266,"FOOD GALLERY 32"," 11W 32ND ST",MANHATTAN,10001,FALSE
18267,"SEAN'S BAR & KITCHEN"," 42W 48TH ST",MANHATTAN,10036,FALSE
18268,"JUST SALAD"," 53EAST 8TH STREET",MANHATTAN,10003,FALSE
18269,"SHOCHU AND TAPAS AYA"," 247E 50TH ST",MANHATTAN,10022,FALSE
18270,"GRAN MORSI"," 22WARREN ST",MANHATTAN,10007,FALSE
18271,KANOYAMA," 1752 AVENUE",MANHATTAN,10003,FALSE
18272,"WEST END HALL BEER GARDEN"," 2756BROADWAY",MANHATTAN,10025,FALSE
18273,JUNOON," 27WEST   24 STREET",MANHATTAN,10010,FALSE
18274,"EL VEZ"," 259VESEY ST",MANHATTAN,10282,FALSE
18275,"SMORGAS CHEF AT SCANDINAVIA HOUSE"," 58PARK AVENUE",MANHATTAN,10016,FALSE
18276,"T. K. KITCHEN"," 26SAINT MARKS PLACE",MANHATTAN,10003,FALSE
18277,BUBBY'S," 120HUDSON STREET",MANHATTAN,10013,FALSE
18278,"LEXINGTON RESTAURANT"," 1863LEXINGTON AVENUE",MANHATTAN,10029,FALSE
18279,"WOLFGANG'S STEAKHOUSE BOUTIQUE"," 16E 46TH ST",MANHATTAN,10017,FALSE
18280,SAVORE," 200SPRING STREET",MANHATTAN,10012,FALSE
18281,"CITY CAFE"," 35WEST   43 STREET",MANHATTAN,10036,FALSE
18282,"KOBRICK COFFEE CO."," 249 AVENUE",MANHATTAN,10014,FALSE
18283,"GRILL FRESH TORTILLAS"," 5732ND AVE",MANHATTAN,10016,FALSE
18284,"GENESIS BAR & RESTAURANT"," 17082 AVENUE",MANHATTAN,10128,FALSE
18285,"NURSE BETTIE"," 106NORFOLK STREET",MANHATTAN,10002,FALSE
18286,"GENES @ BARNEYS"," 660MADISON AVENUE",MANHATTAN,10065,FALSE
18287,CARAVAGGIO," 23EAST   74 STREET",MANHATTAN,10021,FALSE
18288,"LE MARAIS"," 150WEST   46 STREET",MANHATTAN,10036,FALSE
18289,BIERHAUS," 7123 AVENUE",MANHATTAN,10017,FALSE
18290,"LILLI AND LOO"," 792LEXINGTON AVENUE",MANHATTAN,10065,FALSE
18291,"VSPOT ORGANIC"," 12SAINT MARKS PL",MANHATTAN,10003,FALSE
18292,"HUDSON FOOD COURT"," 333HUDSON STREET",MANHATTAN,10013,FALSE
18293,"BXL CAFE"," 125WEST   43 STREET",MANHATTAN,10036,FALSE
18294,"AMC THEATRES"," 2309FREDERICK DOUGLAS BOULEVARD",MANHATTAN,10027,FALSE
18295,"NEW OCEAN"," 393LENOX AVENUE",MANHATTAN,10027,FALSE
18296,GOTAN," 130FRANKLIN ST",MANHATTAN,10013,FALSE
18297,"THE LAMBS CLUB"," 130WEST   44 STREET",MANHATTAN,10036,FALSE
18298,"JACKSON HOLE"," 232EAST   64 STREET",MANHATTAN,10065,FALSE
18299,"APERITIVO PIZZA BAR"," 7803 AVENUE",MANHATTAN,10017,FALSE
18300,"HOLIDAY INN EXPRESS"," 538WEST 48TH STREET",MANHATTAN,10036,FALSE
18301,"BLT PRIME"," 111EAST   22 STREET",MANHATTAN,10010,FALSE
18302,"PARIS BAGUETTE"," 303PARK AVE S",MANHATTAN,10010,FALSE
18303,NANOOSH," 173MADISON AVENUE",MANHATTAN,10016,FALSE
18304,"THAILAND CAFE"," 952ND AVE",MANHATTAN,10003,FALSE
18305,"SAM'S PLACE"," 132EAST   39 STREET",MANHATTAN,10016,FALSE
18306,BROOKDALE," 455NORTH END AVENUE",MANHATTAN,10282,FALSE
18307,"TANG PAVILION"," 65WEST   55 STREET",MANHATTAN,10019,FALSE
18308,"MULLIGAN'S PUB"," 267MADISON AVENUE",MANHATTAN,10016,FALSE
18309,GENTE," 153EAST   45 STREET",MANHATTAN,10017,FALSE
18310,CREPERIE," 112MACDOUGAL STREET",MANHATTAN,10012,FALSE
18311,"JOHAL DELI"," 945COLUMBUS AVE",MANHATTAN,10025,FALSE
18312,"KENNEDY CHICKEN & PIZZA"," 24092ND AVE",MANHATTAN,10035,FALSE
18313,"SUITE 36/PULP"," 16W 36TH STREET",MANHATTAN,10018,FALSE
18314,"33 GOURMET"," 5528TH AVE",MANHATTAN,10018,FALSE
18315,"CHEZ ALAIN RESTAURAUNT"," 20467TH AVE",MANHATTAN,10027,FALSE
18316,"K RICO"," 7729TH AVE",MANHATTAN,10019,FALSE
18317,"Edge Funds Cafe"," 1540BROADWAY",MANHATTAN,10036,FALSE
18318,"MIYABI SUSHI & ASIAN CUISINE"," 118W 3RD ST",MANHATTAN,10012,FALSE
18319,"WESTSIDE COFFEE SHOP RESTAURANT"," 323CHURCH STREET",MANHATTAN,10013,FALSE
18320,"SPAIN RESTAURANT & BAR"," 113WEST   13 STREET",MANHATTAN,10011,FALSE
18321,PALMA," 28CORNELIA STREET",MANHATTAN,10014,FALSE
18322,OFRENDA," 1137 AVENUE SOUTH",MANHATTAN,10014,FALSE
18323,"CARVEL ICE CREAM, DAYLIGHT DONUTS, KUNG FU TEA"," 9BROADWAY",MANHATTAN,10004,FALSE
18324,"CENTER PLATE- CONCOURSE CAFE-JACOB K JAVITS CONVENTION CENTER"," 655W 34TH ST",MANHATTAN,10001,FALSE
18325,MCDONALD'S," 9726 AVENUE",MANHATTAN,10018,FALSE
18326,WENDY'S," 650BROADWAY",MANHATTAN,10012,FALSE
18327,"FRAUNCES TAVERN"," 54PEARL STREET",MANHATTAN,10004,FALSE
18328,BARRAGE," 401WEST   47 STREET",MANHATTAN,10036,FALSE
18329,"KHYBER PASS"," 34ST MARKS PLACE",MANHATTAN,10003,FALSE
18330,"DAILY BAGEL"," 11111ST AVE",MANHATTAN,10065,FALSE
18331,"WORLD YACHT - ST. CHARLES"," 0W 41ST ST",MANHATTAN,10019,FALSE
18332,"AUDREY BAKERY & CAFE"," 12CHATHAM SQ",MANHATTAN,10038,FALSE
18333,"HIDE CHAN RAMEN"," 248EAST   52 STREET",MANHATTAN,10022,FALSE
18334,WICHCRAFT," 62CHELSEA PIERS",MANHATTAN,10011,FALSE
18335,"TANDOOR PALACE"," 88FULTON STREET",MANHATTAN,10038,FALSE
18336,"HUNAN HOUSE"," 40W 56TH ST",MANHATTAN,10019,FALSE
18337,"JOHNNY UTAHS"," 25WEST   51 STREET",MANHATTAN,10019,FALSE
18338,"PAZZA NOTTE"," 1375AVENUE OF THE AMERICAS",MANHATTAN,10019,FALSE
18339,"DUMPLING GALAXY"," 4235MAIN ST",QUEENS,11355,FALSE
18340,"NOCHE DE MARGARITAS RESTAURANT"," 17262 AVENUE",MANHATTAN,10128,FALSE
18341,"MADMAN ESPRESSO"," 319EAST   14 STREET",MANHATTAN,10003,FALSE
18342,"FAMOUS FAMIGLIA PIZZERIA"," 4888 AVENUE",MANHATTAN,10001,FALSE
18343,"GREEN KITCHEN DINER"," 14751 AVENUE",MANHATTAN,10075,FALSE
18344,"ANGEL OF HARLEM"," 2272FREDERICK DOUGLASS BLVD",MANHATTAN,10027,FALSE
18345,"PRIMOLA RESTAURANT"," 1226SECOND AVENUE",MANHATTAN,10065,FALSE
18346,"EL TAPATIO MEXICAN RESTAURANT"," 209EAST  116 STREET",MANHATTAN,10029,FALSE
18347,KARMA," 511 AVENUE",MANHATTAN,10003,FALSE
18348,NESPRESSO," 761MADISON AVENUE",MANHATTAN,10065,FALSE
18349,"AMC THEATRES"," 890BROADWAY",MANHATTAN,10003,FALSE
18350,"PLAYWRIGHT CELTIC PUB"," 202WEST   49 STREET",MANHATTAN,10019,FALSE
18351,"THE PIT AT PEOPLES IMPROV THEATER"," 123EAST   24 STREET",MANHATTAN,10010,FALSE
18352,VALHALLA," 8159 AVENUE",MANHATTAN,10019,FALSE
18353,"FAMOUS FAMIGLIA PIZZERIA"," 4888 AVENUE",MANHATTAN,10001,FALSE
18354,Polpette," 483AMSTERDAM AVE",MANHATTAN,10024,FALSE
18355,"BARNEY GREENGRASS"," 541AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
18356,"HARLEM TAVERN"," 21538 AVENUE",MANHATTAN,10026,FALSE
18357,"AMSTERDAM GOURMET"," 403 AAMSTERDAM AVENUE",MANHATTAN,10024,FALSE
18358,"CHALK POINT KITCHEN"," 525BROOME ST",MANHATTAN,10013,FALSE
18359,IHOP," 235237EAST   14 STREET",MANHATTAN,10003,FALSE
18360,"DUNKIN' DONUTS"," 6012 AVENUE",MANHATTAN,10016,FALSE
18361,"CHEF HO'S"," 17202 AVENUE",MANHATTAN,10128,FALSE
18362,"THE BREAD FACTORY CAFE"," 4707TH AVE",MANHATTAN,10018,FALSE
18363,"B.B. KINGS"," 243WEST   42 STREET",MANHATTAN,10036,FALSE
18364,"BLUE DOG CAFE"," 155W 56TH ST",MANHATTAN,10019,FALSE
18365,"YIP'S RESTAURANT/JUICE VITALITY"," 18BEAVER STREET",MANHATTAN,10004,FALSE
18366,"FRESH & CO"," 309MADISON AVE",MANHATTAN,10017,FALSE
18367,COCORON," 37KENMARE STREET",MANHATTAN,10012,FALSE
18368,"POPEYES LOUISIANA KITCHEN"," 75LEXINGTON AVENUE",MANHATTAN,10010,FALSE
18369,MELBA'S," 300WEST  114 STREET",MANHATTAN,10026,FALSE
18370,"ARRIBA ARRIBA"," 7629 AVENUE",MANHATTAN,10019,FALSE
18371,"DUNKIN' DONUTS"," 130CHURCH STREET",MANHATTAN,10007,FALSE
18372,GINGER," 5127 AVENUE",MANHATTAN,10018,FALSE
18373,"33 Gourmet"," 157WEST   33 STREET",MANHATTAN,10001,FALSE
18374,IPPUDO," 654TH AVE",MANHATTAN,10003,FALSE
18375,"CORNER SOCIAL"," 321LENOX AVENUE",MANHATTAN,10027,FALSE
18376,"THE BEST $1.00 PIZZA"," 171WEST   23 STREET",MANHATTAN,10011,FALSE
18377,"BARROW STREET ALE HOUSE"," 15BARROW ST",MANHATTAN,10014,FALSE
18378,"THREE STAR DINER"," 14621 AVENUE",MANHATTAN,10075,FALSE
18379,"YAKITORI TORA"," 72KENMARE ST",MANHATTAN,10012,FALSE
18380,SPICE," 14791 AVENUE",MANHATTAN,10075,FALSE
18381,"BLUESPOON COFFEE"," 76CHAMBERS STREET",MANHATTAN,10007,FALSE
18382,"W HOTEL"," 541LEXINGTON AVENUE",MANHATTAN,10022,FALSE
18383,"EUROPAN CAFE"," 2197BROADWAY",MANHATTAN,10024,FALSE
18384,MANDOLINO," 137E 13TH ST",MANHATTAN,10003,FALSE
18385,"THE YORK SOCIAL"," 1529YORK AVE",MANHATTAN,10028,FALSE
18386,"TEXAS ROTISSERIE"," 13151ST AVE",MANHATTAN,10021,FALSE
18387,"CHALK POINT KITCHEN"," 525BROOME ST",MANHATTAN,10013,FALSE
18388,"TOMOE SUSHI"," 172THOMPSON STREET",MANHATTAN,10012,FALSE
18389,"KRUST PIZZA"," 226E 14TH ST",MANHATTAN,10003,FALSE
18390,"HARLEY'S SMOKE SHACK"," 355EAST  116 STREET",MANHATTAN,10029,FALSE
18391,DOMINO'S," 148WEST   72 STREET",MANHATTAN,10023,FALSE
18392,"SHUN WEI RESTAURANT"," 45CATHERINE STREET",MANHATTAN,10038,FALSE
18393,"RIVOLI PIZZA RESTAURANT"," 1767 AVENUE SOUTH",MANHATTAN,10014,FALSE
18394,"TRE SORELLE"," 61READE STREET",MANHATTAN,10007,FALSE
18395,"DOJO RESTAURANT"," 10WEST 4 STREET",MANHATTAN,10012,FALSE
18396,"JADE HOUSE"," 2131AMSTERDAM AVE",MANHATTAN,10032,FALSE
18397,"CECI RESTAURANT"," 78SHERMAN AVENUE",MANHATTAN,10040,FALSE
18398,"MIGHTY BOWL"," 120MACDOUGAL ST",MANHATTAN,10012,FALSE
18399,"CAFE NOI"," 387AMSTERDAM AVE",MANHATTAN,10024,FALSE
18400,"GABBY O'HARAS"," 123WEST   39 STREET",MANHATTAN,10018,FALSE
18401,"DANIELA'S TRATTORIA"," 7288 AVENUE",MANHATTAN,10036,FALSE
18402,"CASCABEL TAQUERIA"," 15562ND AVE",MANHATTAN,10028,FALSE
18403,"EL CAMION CANTINA"," 194AVENUE A",MANHATTAN,10009,FALSE
18404,"SUM HING CHINESE RESTAURANT"," 1520AMSTEREDAM AVE",MANHATTAN,10031,FALSE
18405,MAKANA," 161W. 106TH STREET",MANHATTAN,10025,FALSE
18406,"SUN SAI GAI RESTAURANT"," 220CANAL STREET",MANHATTAN,10013,FALSE
18407,"WESTWAY DINER"," 6149 AVENUE",MANHATTAN,10036,FALSE
18408,"J J NOODLE"," 19HENRY STREET",MANHATTAN,10002,FALSE
18409,"CAFE ESPANOL"," 172BLEECKER STREET",MANHATTAN,10012,FALSE
18410,"YOLI RESTAURANT"," 274EAST    3 STREET",MANHATTAN,10009,FALSE
18411,"CAFE MOGADOR"," 101ST MARKS PLACE",MANHATTAN,10009,FALSE
18412,"OTTOMANELLI N.Y. GRILL"," 1424LEXINGTON AVENUE",MANHATTAN,10128,FALSE
18413,"NYAC MAIN DINING ROOM"," 180CENTRAL PARK SOUTH",MANHATTAN,10019,FALSE
18414,"SEOUL GARDEN"," 34WEST   32 STREET",MANHATTAN,10001,FALSE
18415,"COLISEUM BAR RESTAURANT"," 312WEST   58 STREET",MANHATTAN,10019,FALSE
18416,"COTTON CLUB"," 664WEST  125 STREET",MANHATTAN,10027,FALSE
18417,"JOE'S SHANGHAI RESTAURANT"," 24WEST   56 STREET",MANHATTAN,10019,FALSE
18418,"HERALD SQUARE MARKET"," 9686 AVENUE",MANHATTAN,10018,FALSE
18419,"OPAI THAI"," 722AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
18420,"TRE SORELLE"," 61READE STREET",MANHATTAN,10007,FALSE
18421,"BREADS BAKERY"," 18EAST   16 STREET",MANHATTAN,10003,FALSE
18422,MISO-YA," 1292 AVENUE",MANHATTAN,10003,FALSE
18423,"NICK'S RESTAURANT PIZZERIA"," 18142 AVENUE",MANHATTAN,10128,FALSE
18424,"PROFIT CHINESE RESTAURANT"," 5382 AVENUE",MANHATTAN,10016,FALSE
18425,"CAFE BOULUD/BAR PLEIADES"," 20EAST   76 STREET",MANHATTAN,10021,FALSE
18426,BANN," 350WEST   50 STREET",MANHATTAN,10019,FALSE
18427,"FIVE GUYS FAMOUS BURGERS AND FRIES"," 36WEST   48 STREET",MANHATTAN,10036,FALSE
18428,"44 1/2 CAFE"," 62610 AVENUE",MANHATTAN,10036,FALSE
18429,WESTVILLE," 210WEST   10 STREET",MANHATTAN,10014,FALSE
18430,"NEBRASKA STEAKHOUSE"," 15STONE STREET",MANHATTAN,10004,FALSE
18431,"INDO CHINE"," 430LAFAYETTE STREET",MANHATTAN,10003,FALSE
18432,"SOFIA'S LITTLE ITALY"," 143MULBERRY STREET",MANHATTAN,10013,FALSE
18433,"MK KARAOKE"," 11WEST   32 STREET",MANHATTAN,10001,FALSE
18434,"ACAPPELLA RESTAURANT"," 1HUDSON STREET",MANHATTAN,10013,FALSE
18435,"DIRT CANDY"," 86ALLEN ST",MANHATTAN,10002,FALSE
18436,"DAVIO'S NORTHERN ITALIAN STEAKHOUSE"," 447LEXINGTON AVENUE",MANHATTAN,10017,FALSE
18437,"CORTE CAFE"," 2LAFAYETTE STREET",MANHATTAN,10007,FALSE
18438,MCDONALDS," 608W 207TH ST",MANHATTAN,10034,FALSE
18439,"PIO PIO EXPRESS"," 17461 AVENUE",MANHATTAN,10128,FALSE
18440,"MULDOONS BAR"," 6923 AVENUE",MANHATTAN,10017,FALSE
18441,"SUBSTANCE ORGANIC JUICERY"," 2268BROADWAY",MANHATTAN,10024,FALSE
18442,"HERB N' KITCHEN MARKET"," 304EAST   42 STREET",MANHATTAN,10017,FALSE
18443,VATAN," 4093RD AVE",MANHATTAN,10016,FALSE
18444,"DAHLIA'S FINE MEXICAN CUISINE"," 353GREENWICH ST",MANHATTAN,10013,FALSE
18445,"HARLEM FOOD COURT"," 66W 116TH ST",MANHATTAN,10026,FALSE
18446,"AARONS CHINESE AND THAI RESTAURANT"," 3389TH AVE",MANHATTAN,10001,FALSE
18447,"DUCKS EATERY"," 351EAST   12 STREET",MANHATTAN,10003,FALSE
18448,"765 FOOD MARKET"," 7652 AVENUE",MANHATTAN,10017,FALSE
18449,"PEARL STREET DINER"," 212PEARL STREET",MANHATTAN,10038,FALSE
18450,"MAMI RESTAURANT"," 1830AMSTERDAM AVE",MANHATTAN,10031,FALSE
18451,"STARBUCKS COFFEE"," 2195FREDERICK DOUGLAS BOULEVARD",MANHATTAN,10026,FALSE
18452,"MOMOFUKU/ MA PECHE"," 15WEST   56 STREET",MANHATTAN,10019,FALSE
18453,"STROKOS GOURMET DELI"," 1090AMSTERDAM AVE",MANHATTAN,10025,FALSE
18454,"CHOP CHOP"," 501WEST  184 STREET",MANHATTAN,10033,FALSE
18455,"GALLI RESTAURANT"," 45MERCER STREET",MANHATTAN,10013,FALSE
18456,"KABOOZ'S BAR & GRILLE"," 0AMTRAK LEVEL",MANHATTAN,10001,FALSE
18457,"CAFE 37"," 47W 37TH ST",MANHATTAN,10018,FALSE
18458,"LITTLE LUZZO'S"," 119EAST   96 STREET",MANHATTAN,10128,FALSE
18459,"BAGELS & CO"," 500E 76TH ST",MANHATTAN,10021,FALSE
18460,"CAFE B'WAY 46"," 146W 46TH ST",MANHATTAN,10036,FALSE
18461,"Q MARQET"," 38E 98TH ST",MANHATTAN,10029,FALSE
18462,SANTINA," 820WASHINGTON ST",MANHATTAN,10014,FALSE
18463,"LUIGIS GRILL PIZZA"," 9368 AVENUE",MANHATTAN,10019,FALSE
18464,"SOCIETY BILLARDS AND BAR"," 10EAST   21 STREET",MANHATTAN,10010,FALSE
18465,"DUNKIN' DONUTS"," 2661 AVENUE",MANHATTAN,10009,FALSE
18466,"STELLA'S PIZZA"," 1109 AVENUE",MANHATTAN,10011,FALSE
18467,STARBUCKS," 1453 AVENUE",MANHATTAN,10003,FALSE
18468,"XL NIGHT CLUB"," 512WEST   42 STREET",MANHATTAN,10036,FALSE
18469,MADANGSUI," 35WEST   35 STREET",MANHATTAN,10001,FALSE
18470,"JACQUES TORRES ICE CREAM"," 89E 42 ST",MANHATTAN,10017,FALSE
18471,"TURKUAZ TURKISH CUISINE"," 2637BROADWAY",MANHATTAN,10025,FALSE
18472,"GREAT N.Y. NOODLETOWN"," 28BOWERY",MANHATTAN,10013,FALSE
18473,SUBWAY," 1IRVING PLACE",MANHATTAN,10003,FALSE
18474,"TAVERN 29"," 47EAST   29 STREET",MANHATTAN,10016,FALSE
18475,"SATIN DOLLS"," 6898TH AVE",MANHATTAN,10036,FALSE
18476,"WALLSE RESTARUANT"," 342344WEST 11 STREET",MANHATTAN,10014,FALSE
18477,ROCKWELL'S," 105BROAD ST",MANHATTAN,10004,FALSE
18478,"OPEN MARKET"," 15WILLIAM ST",MANHATTAN,10005,FALSE
18479,"FRESH & CO"," 3637 AVENUE",MANHATTAN,10001,FALSE
18480,"PANYA/AUTRE KYOYA"," 810STUYVESANT STREET",MANHATTAN,10003,FALSE
18481,MCDONALD'S," 354WEST  125 STREET",MANHATTAN,10027,FALSE
18482,"CHIPOTLE MEXICAN GRILL"," 12216 AVENUE",MANHATTAN,10020,FALSE
18483,"LE PAIN QUOTIDIEN"," 550HUDSON STREET",MANHATTAN,10014,FALSE
18484,"BROTHER JIMMY'S BBQ"," 4168 AVENUE",MANHATTAN,10001,FALSE
18485,NOVECENTO," 343WEST BROADWAY",MANHATTAN,10013,FALSE
18486,"UMAMI BURGER"," 432AVENUE OF THE AMERICAS",MANHATTAN,10011,FALSE
18487,SPICE," 14791 AVENUE",MANHATTAN,10075,FALSE
18488,"O'REILLY'S OFF FIFTH"," 21WEST   35 STREET",MANHATTAN,10001,FALSE
18489,"JACK'S COFFEE"," 138WEST 10 STREET",MANHATTAN,10014,FALSE
18490,"CLOISTERS GRILL"," 7HENSHAW STREET",MANHATTAN,10034,FALSE
18491,"THE FAMOUS JIMBO'S HAMBURGER PALACE"," 1345AMSTERDAM AVENUE",MANHATTAN,10027,FALSE
18492,"CREDIT SUISSE B-2= CAFE"," 11MADISON AVENUE",MANHATTAN,10010,FALSE
18493,"LILI'S 57"," 200WEST   57 STREET",MANHATTAN,10019,FALSE
18494,"PRET A MANGER"," 62WEST   45 STREET",MANHATTAN,10036,FALSE
18495,BARNACHO," 9202ND AVE",MANHATTAN,10017,FALSE
18496,"OSTERIA AL DODGE"," 142WEST   44 STREET",MANHATTAN,10036,FALSE
18497,"JERUSALEM CAFE"," 35WEST   36 STREET",MANHATTAN,10018,FALSE
18498,DENNY'S," 150NASSAU ST",MANHATTAN,10038,FALSE
18499,"SHIH LEE CHINESE GOODEATS"," 311EAST   45 STREET",MANHATTAN,10017,FALSE
18500,JAYA," 90BAXTER ST",MANHATTAN,10013,FALSE
18501,"GO BELIEVE BAKERY"," 239GRAND ST",MANHATTAN,10002,FALSE
18502,"MANDARIN ORIENTAL HOTEL-ASIATE"," 80COLUMBUS CIRCLE at 60th street",MANHATTAN,10023,FALSE
18503,"THE BROOK"," 111EAST   54 STREET",MANHATTAN,10022,FALSE
18504,FRESHDAY," 38WEST   48 STREET",MANHATTAN,10036,FALSE
18505,"WEI WEST/BEANS & GREENS"," 102NORTH END AVENUE",MANHATTAN,10282,FALSE
18506,YUBA," 105EAST    9 STREET",MANHATTAN,10003,FALSE
18507,"THE LOEB BOATHOUSE CENTRAL PARK"," 0E 72ST CENTRAL PK DRIVE NORTH",MANHATTAN,10022,FALSE
18508,"TRATTORIA BELVERDE"," 165LEXINGTON AVE",MANHATTAN,10016,FALSE
18509,"PARRILLA RESTAURANT"," 3920BROADWAY",MANHATTAN,10032,FALSE
18510,"WOLFGANG'S STEAKHOUSE BOUTIQUE"," 16E 46TH ST",MANHATTAN,10017,FALSE
18511,"AU BON PAIN"," 111FULTON STREET",MANHATTAN,10038,FALSE
18512,LUCYS," 135AVENUE A",MANHATTAN,10009,FALSE
18513,"MANHATTAN CENTER"," 311WEST   34 STREET",MANHATTAN,10001,FALSE
18514,"LE SOUK"," 510LAGUARDIA PLACE",MANHATTAN,10012,FALSE
18515,"COYOTE UGLY"," 153FIRST AVENUE",MANHATTAN,10003,FALSE
18516,"BRAVO PIZZA"," 115EAST   14 STREET",MANHATTAN,10003,FALSE
18517,DOMINO'S," 592COLUMBUS AVENUE",MANHATTAN,10024,FALSE
18518,"BLAGGARD'S PUB"," 8WEST   38 STREET",MANHATTAN,10018,FALSE
18519,BARBES," 21EAST 36 STREET",MANHATTAN,10016,FALSE
18520,"CHERIN SUSHI"," 306EAST    6 STREET",MANHATTAN,10003,FALSE
18521,"GOTHAM CAFE (INSIDE HOLIDAY INN)"," 440WEST   57 STREET",MANHATTAN,10019,FALSE
18522,"HIGHLANDS RESTAURANT"," 150WEST   10 STREET",MANHATTAN,10014,FALSE
18523,"BURGER JOINT"," 33W. 8TH ST",MANHATTAN,10011,FALSE
18524,"ROSARIO'S PIZZA"," 173ORCHARD STREET",MANHATTAN,10002,FALSE
18525,"2 WEST RESTAURANT"," 2WEST STREET",MANHATTAN,10004,FALSE
18526,"CURRY DREAM"," 66WEST   39 STREET",MANHATTAN,10018,FALSE
18527,RYEHOUSE," 11WEST 17 STREET",MANHATTAN,10011,FALSE
18528,"EL QUIJOTE"," 226W 23RD ST",MANHATTAN,10011,FALSE
18529,"SANTA FE"," 73WEST   71 STREET",MANHATTAN,10023,FALSE
18530,STARBUCKS," 30ROCKFEELLER PLAZA",MANHATTAN,10020,FALSE
18531,"GEORGETOWN CUPCAKE SOHO"," 111MERCER STREET",MANHATTAN,10012,FALSE
18532,"NEW SAU VOI"," 101105LAFAYETTE STREET",MANHATTAN,10013,FALSE
18533,"DALLAS BBQ"," 2618 AVENUE",MANHATTAN,10011,FALSE
18534,"CAFE/ 911 MUSEUM"," 180GREENWICH ST",MANHATTAN,10007,FALSE
18535,"GOTHAM BAR & GRILL"," 12EAST   12 STREET",MANHATTAN,10003,FALSE
18536,STARBUCKS," 1656BROADWAY",MANHATTAN,10019,FALSE
18537,"BROADWAY THEATRE"," 1681BROADWAY",MANHATTAN,10019,FALSE
18538,JULIUS," 159WEST   10 STREET",MANHATTAN,10014,FALSE
18539,"POLLO DORADO FRIED CHICKEN"," 1497ST NICHOLAS AVENUE",MANHATTAN,10033,FALSE
18540,"CHO CHO SAN JAPANESE RESTAURANT"," 15WEST    8 STREET",MANHATTAN,10011,FALSE
